project,id,sentence,patterns,ob,eb,sr,label,new_label,Unnamed: 9,predicted_ob,predicted_eb,predicted_sr,predicted_label,Unnamed: 14,bee_ob,bee_eb,bee_sr,bee_label
facebook,5200,For example_ if you use the below code_ the title on the page should be  Initial Title  as the other fb:title tag is encapsulated within the fb:js-string.,"S_EB_SHOULD,S_SR_CODE_REF",0,1,1,6,6,,0,1,1,6,,0,1,1,6
facebook,5205,friends_list for friend-less user is array(  ) instead of array(),"S_OB_INSTEAD_OF,S_EB_INSTEAD_OF_EXP_BEHAVIOR",1,1,0,4,4,,1,1,0,3,,1,1,0,3
facebook,5327,4 notice that the ratings stars will now follow your mouse allowing you to vote.,"S_OB_OBSERVE,S_OB_NEG_AUX_VERB,P_SR_ACTIONS_INF",1,0,1,5,5,,1,0,1,5,,0,0,1,4
facebook,5640,When the user logs in_ in the login callback_ we call showfeeddialog - the snippet is shown below:,"S_OB_COND_POS,S_SR_CODE_REF",1,0,1,5,5,,1,0,1,5,,1,0,1,5
facebook,5761,Usually after logging in the user gets the message  You may now close this window etc..._ but sometimes the message is  An error may have occurred as part of the login process.,"S_OB_BUT_NEG,S_SR_AFTER",1,0,1,5,5,,1,0,1,5,,1,0,1,5
facebook,612,If you click the little x to hide the report_ then you are given the following message:,"S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
facebook,6597,This appeared when I log in Facebook on Mozilla Firefox:  Cookies are not enabled on your browser.,"S_OB_POS_COND,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,0,1
facebook,7410,While Publishing review  to facebook using facebook application_after publishing review the page could not  redirect properly.the page opening in same popup window.I have used apache redirect url.,"S_OB_AFTER_NEG,S_SR_WHEN_AFTER",1,0,1,5,5,,1,0,1,5,,1,0,1,5
facebook,7747,We have a number of non-US users of our application (primarily Australia) and a large number of them encounter an untrusted security certificate warning when they access https://www.facebook.com/login.,"S_OB_VERB_ERROR,S_OB_NON_TERM,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
facebook,7747,It appears that it is saying that our application is untrusted_ since they encounter it while attempting to authorize our application or logging in to facebook so they can access our application.,"S_OB_SEEMS,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
facebook,7780,Some accounts are seeing infinite redirects when trying to access any applications at apps.facebook.com.,"S_OB_NEG_COND,S_OB_VERB_ERROR,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
facebook,8455,Trying to publish through Facebook.streamPublish js call_ if the description includes quotes_ Facebook seems to be encoding the   into &quot; and then escaping the & afterwords.,"S_OB_COND_POS,S_OB_SEEMS_TO_BE,S_SR_GERUND_ACTION,",1,0,1,5,5,,1,0,0,1,,1,0,1,5
facebook,8455,So_ in the html_ it looks like &amp;quot; and in the news feed it looks like &quot;,,1,1,0,4,2,,1,0,1,5,,1,0,1,5
facebook,8818,When anyone clicks on this link it takes them to the canvas page like expected_ but once the page is loaded the button on the page will no longer function.,"S_OB_BUT_NEG,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
facebook,8818,The problem is that the object FB is not initialized as it is supposed to before every canvas page.,"S_OB_PROBLEM_IS,S_EB_SUPPOSED_TO",1,1,0,4,4,,1,0,0,1,,1,1,0,3
facebook,9104,When uploading a new profile picture_ the picture seems to upload and redirect to the proper url (http://www.facebook.com/pages/edit/picture.php?success=1&id=164061411923) however_ the profile image does not get replaced and does not appear in the  Profile Photos  Album.,"S_OB_BUT_NEG,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
firefox,215939,"If you enter part of a URL in the location bar, then switch to a different tab,
then switch back to the original tab, the text you typed in the location bar is
gone.","S_OB_NEG_ADV_ADJ,S_SR_COND_THEN_SEQ,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
firefox,215939,"I would like to paste that URL (split across lines) into the location bar
belonging to a different tab, but I can't find any way to do this.","S_OB_BUT_NEG,S_EB_WOULD_LIKE",1,1,0,4,4,,1,1,0,3,,1,0,0,1
firefox,236781,"Resize the firefox window so it is very thin, the location widget shrinks
correctly until it gets smaller than the URL icon.",S_SR_IMPERATIVE_SUBORDINATES,1,0,1,5,3,,0,0,0,0,,0,0,0,0
firefox,243855,closed nothing happens.,S_OB_NOTHING_HAPPENS,1,0,1,5,1,,1,0,0,1,,1,0,0,1
firefox,247330,"Well if that href has an image in it I get a copy of that image rather than the
wrapping bookmark.","S_OB_INSTEAD_OF,S_EB_INSTEAD_OF_EXP_BEHAVIOR",1,1,0,4,4,,1,1,0,3,,1,1,0,3
firefox,263848,"5 As soon as cursor is place in this text field entry box, the first vertical ""slice"" of the page turns gray.","S_OB_ADV_TIME_POS,P_SR_LABELED_LIST",1,0,1,5,5,,1,0,1,5,,1,0,1,5
firefox,277487,"When I use the Google search in Firefox 1.7.5 (and 1.7.3 previous to my recent
upgrade) I end up on a Simplified Chinese google search page with no search
results, instead of seeing my expected search results.","S_OB_END_UP,S_EB_INSTEAD_OF_EXP_BEHAVIOR,S_SR_COND_OBS,",1,1,1,7,7,,1,1,1,7,,1,1,1,7
firefox,282789,"entering this site will open one new browser window with pub, i have enable the
popup blocking","S_OB_ACTION_SUBJECT,S_SR_GERUND_ACTION,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
firefox,282789,"2 a new windows will open with pub, old window opens the url",P_SR_LABELED_LIST,1,0,1,5,3,,0,0,0,0,,0,0,0,0
firefox,336495,Adding a batch file (.bat) as a helper application seems to break the Download Actions component (in Tools | Options | Downloads | View & Edit Actions).,"S_OB_SEEMS_TO_NEG_VERB,S_SR_MENU_NAV",1,0,1,5,5,,1,0,1,5,,1,0,0,1
firefox,343431,"a few problems, firefox automatically doenloaded a new update, well not only did it wipe out my bookmarks and all my themes and my whole thing, now i cant retain or hold my toolbar, when i go into toolbar and customize anything i do wont hold if i log off and come back to firefox it wipes it out, also i cant load any search engines, nothing will load, also i use firefox on a 4 seperate systems one is networked on 5 computers, firefox is my default browser, i am having problmes across the board.","S_OB_NEG_VERB,S_OB_ONLY,S_SR_COND_SEQUENCE,",1,0,1,5,5,,1,0,1,5,,0,0,0,0
firefox,347012,"w/ latest bonecho/nightly (20060802) on osx, clicking to links, search bar & url launch by external apps all works fine.","S_OB_WORKS_FINE,S_SR_ACTIONS_SEPARATOR,",1,0,1,5,5,,0,0,1,4,,0,0,0,0
firefox,347012,"BUT, type entry into NAV bar, hit ENTER -- no response.","S_OB_BUT_NEG,S_SR_IMPERATIVE_SEQUENCE,",1,0,1,5,5,,1,0,0,1,,1,0,0,1
firefox,354584,"When I click on some sites that call up the Mozilla email window, it shows my old emailaddress which was dzldan@earthlink.net, my new address is dzldan@qwest.net.","S_OB_COND_NEG,S_OB_VERB_ERROR,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
firefox,364478,after loading start page the loading wheel keeps turning as if still loading page,"S_OB_AS_IF,S_OB_AFTER_POS,S_SR_AFTER",1,0,1,5,5,,1,0,1,5,,1,0,1,5
firefox,369351,"3 Correctly formatted Yahoo page shows, except -missing- are:","S_OB_OUTPUT_VERB,P_SR_ACTIONS_INF",1,0,1,5,3,,1,0,0,1,,1,0,0,1
firefox,369351,"A broad blank space appears in lieu of the above two items [eg., 25 blank lines worth...].",S_OB_INSTEAD_OF,1,1,0,4,1,,1,0,0,1,,1,0,0,1
firefox,369351,This behavior occurs on reload; re-log in; restarting Fox.,"S_OB_HAPPENS,S_SR_ACTIONS_SEPARATOR",1,0,1,5,5,,1,0,0,1,,1,0,0,1
firefox,372163,"Print setup allows changing what gets printed in the header or the footer, but it would be useful to have a checkbox in the print dialog indicating whether or not the header/footer should be printed at all.","S_OB_ALLOW,S_EB_WOULD_BE,",1,1,0,4,4,,1,1,0,3,,1,1,0,3
firefox,381201,Running gmail - compose mail - attach file/browse - select a file and Mozilla closes,S_SR_ACTIONS_SEPARATOR,1,0,1,5,3,,0,0,1,4,,0,0,1,4
firefox,381201,"When select a file to attach to my current gmail message, Mozilla closes immediately with no warning or message.","S_OB_COND_NEG,S_SR_COND_OBS,P_SR_COND_SEQUENCE",1,0,1,5,5,,1,0,1,5,,1,0,1,5
firefox,381201,"When I bring it back up, it shows the restore session option - everything restores including a draft version of the message I was working on, but try to attach a file and same thing happens.","S_OB_BUT,S_OB_COND_POS,S_SR_COND_OBS,P_SR_COND_SEQUENCE",1,0,1,5,5,,1,0,1,5,,1,0,0,1
firefox,381453,"in firefox 2, if I use http://webtools.mozilla.org/buster/random/random.html, the pages it loads in the frames don't show up in my history sidebar and history menu.","S_OB_COND_NEG,S_SR_COND_OBS,",1,0,1,5,5,,1,0,0,1,,1,0,1,5
firefox,384505,1 try to open any any pdf file on line and it will crash,"S_OB_NEG_VERB,P_SR_LABELED_LIST",1,0,1,5,5,,0,0,1,4,,1,0,0,1
firefox,410292,"If I scroll down the list of bookmarks under the bookmark menu, choose a bookmark to go to, the page loads fine.","S_OB_WORKS_FINE,P_SR_COND_SEQUENCE",1,0,1,5,5,,1,0,0,1,,1,0,1,5
firefox,410292,"However, if I go back to my bookmarks it shows the top of the bookmarks list, rather than being scrolled down to the bottom of the list, where I was before.","S_OB_BUT,S_OB_INSTEAD_OF,S_EB_INSTEAD_OF_EXP_BEHAVIOR,P_SR_COND_SEQUENCE",1,1,1,7,7,,1,1,1,7,,1,1,1,7
firefox,437110,"When I went to Wikipedia from another tab, Fx crashed on me.","S_OB_COND_NEG,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
firefox,446167,"When I try to upload a firmware update (*.chk file) to my Netgear WGR614v9 wireless router using the built-in interface (file location path and an upload button) I get a dialog window ""Invalid filename was provided, please enter again.""","S_OB_COND_POS,S_SR_COND_OBS",1,0,1,5,5,,1,0,0,1,,1,0,0,1
firefox,457187,3 Nothing happens,S_OB_NOTHING_HAPPENS,1,0,1,5,1,,1,0,0,1,,0,0,1,4
firefox,458603,"I *do* not want my installed binaries stripped, I want them *exactly* as they are compiled and produced in the source directories.","S_OB_NEG_AUX_VERB,S_EB_WANT",1,1,0,4,4,,1,0,0,1,,1,1,0,3
firefox,468805,"If its not a bug then the option appears(install missing plugin) is not suppose to appear, nor the installation should start and take the time for the downloading...","S_OB_NEG_AUX_VERB,S_EB_SHOULD,S_EB_SUPPOSED_TO,",1,1,0,4,4,,1,1,0,3,,1,1,0,3
firefox,601004,"Expected: the browser goes back a page without graphic defect
Actual: the browser goes back a page with the drop down list still visible on the screen.","S_OB_OBS_BEHAVIOR,S_EB_EXP_BEHAVIOR,",1,1,0,4,4,,1,1,0,3,,1,1,0,3
firefox,606671,"If you leave the site, a popup will show up.","S_OB_COND_POS,S_OB_OUTPUT_VERB,S_SR_COND_OBS",1,0,1,5,5,,1,1,1,7,,1,0,0,1
firefox,606671,You close it but it keeps coming back.,"S_OB_BUT,S_OB_KEEP_VERB,S_SR_SIMPLE_PRESENT_SUBORDINATES",1,0,1,5,5,,1,0,1,5,,1,0,1,5
firefox,611091,when i click on a site in an e mail or or from my desktop I am taken to the site but on Firefox's main page opens as well.,"S_OB_BUT,S_OB_COND_POS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
firefox,613580,Shift-clicking the back button or middle-clicking it with browser.tabs.opentabfor.middleclick=false flashes the tabbar,,1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-10264,After that if I read inside the cachemanager there isn't any value cached,"S_OB_AFTER_NEG,S_SR_AFTER",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-10283,"The following tests create native SQL queries involving {{Simple}}, which fail using DB2 because the resulting SQL does not have the table name auto-quoted:","S_OB_NEG_VERB,S_OB_NEG_AUX_VERB,S_SR_CODE_REF",1,0,1,5,5,,1,0,1,5,,0,0,1,4
hibernate,HHH-104,"When the discriminator is set to type=""string"" everything works fine, but when it changed, it fails.","S_OB_WORKS_BUT,S_OB_COND_POS,S_OB_COND_NEG,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,0,1
hibernate,HHH-10444,If I register both it errors out saying incorrect type or number of parameters.,"S_OB_COND_NEG,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-126,1 When I do a session.save( parent ) I see from the sql that hibernate generates that it does an insert of the parent but then it invokes sql update statements on the children that don't exist which fails.,"S_OB_BUT_NEG,S_OB_COND_NEG,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-126,2 When I do a session.save( child ) for all the children of the parent and then I call session.save( parent ) everything works fine.,"S_OB_WORKS_FINE,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-1319,"When breaking down the where clause to ""a.ptrB.Oid = ptrC.Oid and ptrC.Oid = :oid"" the query works.","S_OB_WORKS_FINE,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-2494,"If I create a DetachedCriteria object, then call ""createCriteria"" to on it, then pass a Subquery to the new Criteria, I get this exception:","S_OB_COND_NEG,S_OB_VERB_ERROR,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-2577,which is not legal.,S_OB_NEG_AUX_VERB,1,0,1,5,1,,1,0,0,1,,1,0,0,1
hibernate,HHH-263,"The many-to-one relationship mapped to the subclass table works fine, but the inverse one-to-many relationship expects the foreign key to be on the base table rather than the subclass table.","S_OB_WORKS_BUT,S_EB_INSTEAD_OF_EXP_BEHAVIOR",1,1,0,4,4,,1,1,0,3,,1,1,0,3
hibernate,HHH-2905,"Due to Spring implementation, I selected to use DetachedCriteria and want to have a simple subquery to perform a tiny task.","S_SR_SIMPLE_PAST,P_OB_ERROR_TERMS_PARAGRAPH",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-3321,"When I call validation
new ClassValidator<Person>(Person.class).getInvalidValues(myPerson);
I see no exception/message - all is fine.","S_OB_WORKS_FINE,S_SR_COND_OBS",1,0,1,5,5,,1,0,0,1,,0,0,1,4
hibernate,HHH-3321,The problem appears when I call entityManager.merge(myPerson) - there is an information that minimum child number is 1.,"S_OB_ERROR_AS_SUBJECT,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,0,0,0,0
hibernate,HHH-3523,But the algorithm that tries to determine whether the table should be used to emulate the sequence lets the dialects that supports sequences but not pooled sequences to slip through.,"S_OB_BUT_NEG,S_OB_TRY_PRESENT,S_EB_SHOULD,",1,1,0,4,4,,1,1,0,3,,1,1,0,3
hibernate,HHH-3755,"See class com.ws.model.entities.Mensagem_$$_javassist_0, it's not corret, 
the correct output is: class com.ws.model.entities.Mensagem","S_OB_NEG_AUX_VERB,S_EB_CORRECT_IS,",1,1,0,4,4,,1,1,0,3,,1,1,0,3
hibernate,HHH-384,There is an important discrepancy and I think only the javadoc makes sense.,S_OB_VERB_TO_BE_NEGATIVE,1,1,0,4,1,,1,0,0,1,,1,0,0,1
hibernate,HHH-384,I set FlushMode to Get to avoid writing of second level cache and than called flush; everything was added to the second level cache.,"S_OB_PASSIVE_VOICE,S_SR_SIMPLE_PAST",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-4591,"The ""tabelTwo2_"" should be the sql alias for criteria alias ""tabelTwo"", but the table and the join are missing in the from...",S_OB_BUT_NEG,1,1,0,4,1,,0,0,0,0,,0,0,0,0
hibernate,HHH-5378,"However, when I create a new Bestellung object, then the column for @OrderColumn isn't updated.","S_OB_BUT_NEG,S_OB_COND_NEG,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-554,"This is incorrect since the comma shouldn't be there and as a result, I am getting a SQL Exception.","S_OB_NEG_ADV_ADJ,S_EB_SHOULD",1,1,0,4,4,,1,0,0,1,,1,1,0,3
hibernate,HHH-5725,SqlServerDialect should support SQL 2000 which does not support the row_number function,S_EB_SHOULD,1,1,0,4,2,,0,1,0,2,,1,1,0,3
hibernate,HHH-5895,Hibernate throws an exception when executing a select statement with order by clause,"S_OB_VERB_ERROR,S_OB_NEG_VERB,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-5895,Hibernate throws an exception when executing a select statement (see below) with order by clause.,"S_OB_VERB_ERROR,S_OB_NEG_VERB,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-6572,"In this case the returned course.getKey() should've been the auto allocated serial id, but it is 1000, i.e. the first column in the table.","S_OB_BUT,S_EB_SHOULD,",1,1,0,4,4,,0,1,0,2,,1,0,0,1
hibernate,HHH-6630,"When saving a new (transient) entity by cascading from a JPA merge() operation on its parent, Hibernate will generate [at least] two INSERT statements for the new entity when it is held in a UserCollectionType.","S_OB_COND_POS,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-6630,"The example/test case attached demonstrates the problem; the HibernateCollectionTest succeeds (and uses a model without the UserCollectionType internally), the UserCollectionTest fails with exactly the same operations, but the UserCollectionType (/jpaSandbox/src/main/java/de/soflimo/sandbox/model/impl/CustomList.java) specified in the mapping.","S_OB_NEG_VERB,S_OB_ATTACH_REF,S_SR_CODE_REF,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-7167,"After upgrade to 4.1.1, our application doesn't work anymore because the sqlEntityIdByNaturalIdString field of the entity persister is null while it shouldn't be.","S_OB_NEG_AUX_VERB,S_OB_AFTER_NEG,S_EB_SHOULD,",1,1,0,4,4,,1,1,0,3,,1,1,0,3
hibernate,HHH-7167,The problem is that the new code requires the entityPersisters to be postInstantiate()d in a specific order namely the root entity persister should be initialized before the child classes (which is not guaranteed at all and is not the case in our application because of the way our classes are organized).,"S_OB_PROBLEM_IS,S_EB_SHOULD,",1,1,0,4,4,,1,0,0,1,,1,1,0,3
hibernate,HHH-7638,the resulting rows won't be ordered if I activate cashing and use the same query-cash-region.,"S_OB_NEG_COND,P_SR_COND_CODE",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-7638,"If I include the ORDER BY clause to the first statement, everything is fine.","S_OB_WORKS_FINE,P_SR_COND_CODE",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-8041,The ids of the returned objects are stored in the query cache and the objects are stored in the L2 object cache.,S_OB_PASSIVE_VOICE,1,0,1,5,1,,1,0,1,5,,1,0,1,5
hibernate,HHH-8041,"2 Now, the query cache expires before the object cache does.","S_OB_NEG_VERB,S_OB_BEFORE",1,0,1,5,1,,1,0,1,5,,0,0,1,4
hibernate,HHH-8041,"The query cache is still valid, so the ids are returned from the query cache.","S_OB_STILL,P_SR_ACTIONS_PRESENT",1,0,1,5,5,,0,0,0,0,,1,0,1,5
hibernate,HHH-8041,"Unfortunately, the objects are no longer cached and hibernate fetches them all one-by-one, which takes forever.","S_OB_UNFORTUNATELY,S_OB_NO_LONGER,S_OB_ADV_FREQ,P_SR_ACTIONS_PRESENT",1,0,1,5,5,,1,0,0,1,,1,0,1,5
hibernate,HHH-8041,Now the question: Why doesn't the query cache update the objects returned in step 2?,"S_OB_WHY,S_EB_WHY_NEG",1,1,0,4,4,,0,1,0,2,,1,0,0,1
hibernate,HHH-8439,"As far I can see this import is only required for the ANT integration, not for the runtime components and should therefore be marked optional.","S_OB_ONLY,S_EB_SHOULD",1,1,0,4,4,,0,1,0,2,,0,0,0,0
hibernate,HHH-8837,The transaction is marked for rollback when calling em.createNamedQuery with a query name that does not exist.,"S_OB_POS_COND,S_OB_NEG_AUX_VERB,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-9362,"What happens is when I call entityManager.merge(...) with newly instantiated object [entityState -> TRANSIENT] with itemPredecessor map having some entries in it, hibernate invokes callback method populateSet() with copy of instance passed to merge() which doesn't contain itemPredecessor map with respective entries as itemPredecessor is marked @Transient.","S_OB_COND_NEG,S_OB_NEG_AUX_VERB,S_OB_HAPPENS,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
hibernate,HHH-9362,"When I use entityManager.persist(), it works fine as with actual instance passed to persist() is used to invoke callback method.","S_OB_WORKS_FINE,S_OB_COND_POS,S_SR_COND_OBS",1,0,1,5,5,,1,0,0,1,,1,0,1,5
hibernate,HHH-9947,PhysicalNamingStrategy#toPhysicalTableName called rather than #toPhysicalColumnName for some columns,"S_OB_INSTEAD_OF,S_EB_INSTEAD_OF_EXP_BEHAVIOR",1,1,0,4,4,,1,1,0,3,,1,1,0,3
hibernate,HHH-9947,{{org.hibernate.cfg.Ejb3JoinColumn#redefineColumnName}} seems to incorrectly call {{PhysicalNamingStrategy#toPhysicalTableName}} rather than {{PhysicalNamingStrategy#toPhysicalColumnName}},"S_OB_SEEMS_TO_NEG_VERB,S_OB_INSTEAD_OF,S_EB_INSTEAD_OF_EXP_BEHAVIOR,",1,1,0,4,4,,1,1,0,3,,1,1,0,3
httpd,10489,"If I copy /index.htm  to /index2.htm (or any other name) the SSI directives are 
processed, but not if the file is titled index.htm at root.","S_OB_BUT_NEG,S_SR_COND_OBS,",1,0,1,5,5,,0,0,1,4,,1,0,1,5
httpd,10489,"If I copy index.htm down to a subdirectory,  SSI directives get processed there 
as well just fine.","S_OB_WORKS_FINE,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
httpd,10687,"The following piece of HTML/SSI fails to include
(load) the intended html file (header.html), yet it does display the
date (indicating that ssi is working).","S_OB_NEG_VERB,S_OB_BUT",1,0,1,5,1,,1,0,0,1,,1,0,0,1
httpd,10687,"Upon reloading the
page (which calls for header.html), the file header.htm is loaded
instead.","S_OB_INSTEAD_OF,P_SR_SIMPLE_PAST",1,0,1,5,5,,1,0,1,5,,1,0,0,1
httpd,11638,2 Registry entries for Apache were made for 4.0.39 instead of 4.0.40.,"S_OB_INSTEAD_OF,S_EB_INSTEAD_OF_EXP_BEHAVIOR",1,1,0,4,4,,1,0,0,1,,1,0,0,1
httpd,12229,"I installed the new Apache 2.0.40, and when I try to restart the service I get 
an error saying:
Cannot load C:/php-4.2.2-Win32/sapi/php4apache2.dll into server: The specified 
procedure could not be found.","S_OB_COND_NEG,S_SR_COND_OBS,",1,0,1,5,5,,1,0,0,1,,1,0,1,5
httpd,14303,closing tag is /LocationMatch and not /Location,S_OB_NEG_AUX_VERB,1,1,0,4,4,,1,0,0,1,,1,1,0,3
httpd,14418,"After the configuration I've started it and it's running but if I want to 
connect to the server my client tells me that it's unable to connect to the 
remote host.","S_OB_BUT_NEG,S_OB_UNABLE_TO,S_SR_AFTER,",1,0,1,5,5,,1,0,1,5,,1,0,0,1
httpd,15336,"Hi,
I have updated Apache to version 2.0.43, compiled it with all shred modules, --
with-ssl and --with-mpm=perchild (but the last doesn't matter 'cause error 
happens successfully with preform mpm) and now getting the following in my 
error.log:","S_OB_VERB_ERROR,P_SR_SIMPLE_PAST",1,0,1,5,5,,1,0,1,5,,1,0,1,5
httpd,15336,"[emerg] (28)No space left on device: Couldn't create cross-process lock
I have performed df -h and df -i, checked permissions - all should go ok, but 
something is still wrong.","S_OB_NEG_AUX_VERB,S_OB_ERROR_AS_SUBJECT,P_SR_SIMPLE_PAST",1,0,1,5,5,,1,0,1,5,,1,0,1,5
httpd,15751,"If a have a directory ""a"" with two files: ""index.html.en"" and ""index.html.de"",
and query /a/index.html, rewriting rules will be applied to /a/index.html rather
than to the file sent out (i.e. /a/index.html.en (in most cases)).","S_OB_INSTEAD_OF,S_EB_INSTEAD_OF_EXP_BEHAVIOR",1,1,0,4,4,,1,1,0,3,,1,1,0,3
httpd,15751,"The same applies if one queries /a/ only, the DirectoryIndex file is found (i.e.
index.html in this case) and the rewriting rules are applied to index.html
instead of the actual file.","S_OB_INSTEAD_OF,S_EB_INSTEAD_OF_EXP_BEHAVIOR",1,1,0,4,4,,1,1,0,3,,1,1,0,3
httpd,18421,"When executing a regular expression, the regex_t structure is not modified by
regexec (see the regexec man page).","S_OB_COND_NEG,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
httpd,19442,"The proxy forwards 101 (Switching Protocols) or 199 
(Extension) 1xx response but then terminates the connection
with the client instead of forwarding the ""true/actual""
200 (OK) response that follows a 1xx response.","S_OB_INSTEAD_OF,S_OB_BUT_NEG,S_EB_INSTEAD_OF_EXP_BEHAVIOR",1,1,0,4,4,,1,0,0,1,,0,1,0,2
httpd,19442,"The 100 (Continue) response is not forwarded at
all, which avoids the connection termination problem
mentioned above, but is also a MUST violation because
all unsolicited 1xx responses must be forwarded.","S_OB_BUT_NEG,S_OB_NEG_AUX_VERB,S_EB_MUST,",1,1,0,4,4,,1,1,0,3,,0,0,0,0
httpd,22346,mod_autoindex cuts filenames after 20 bytes - should be 20 characters,"S_OB_NEG_VERB,S_EB_SHOULD",1,1,0,4,4,,1,1,0,3,,1,1,0,3
httpd,22437,When I ran htpasswd a Segment Fault occurr.,"S_OB_COND_NEG,P_SR_SIMPLE_PAST",1,0,1,5,5,,1,0,1,5,,1,0,1,5
httpd,24750,"If you try to refresh this page on the browser you have to wait about 2 minutes 
to get the page on your browser.","S_OB_COND_POS,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
httpd,25701,"When doing a ""make"" on apache server 2.0.48 after running ""configure"", build 
fails on following error trying to compile ""xlate.c"":","S_OB_COND_NEG,S_OB_VERB_ERROR,S_SR_WHEN_AFTER,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
httpd,26526,"When we request a page some 
times it is displaying some times it is showing a blank page error code 400 
page can not be displayed.","S_OB_COND_NEG,S_OB_NEG_AUX_VERB,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
httpd,26526,"That time when we refresh the page then it executes 
and displays the correct page.","S_OB_COND_POS,S_SR_COND_OBS",1,0,1,5,5,,1,1,1,7,,1,1,1,7
httpd,31848,"The child process crashes when I try to access a password-protected (AuthType Digest, Require valid-
user) area on a virtual host which also has SSLEngine on.","S_OB_NEG_COND,S_SR_COND_OBS",1,0,1,5,5,,0,0,0,0,,0,0,0,0
httpd,32426,"Setting AuthLDAPRemoteUserIsDN causes require user to behave like require dn
and need
require user <dn1> <dn2> ...
rather than
require user <uid1> <uid2> ...","S_OB_INSTEAD_OF,S_EB_INSTEAD_OF_EXP_BEHAVIOR,",1,1,0,4,4,,1,1,0,3,,1,1,0,3
httpd,33679,"I ran Apache after the RPM install with PHP and mod_ssl on Fedora Core 3 and it
worked great.","S_OB_WORKS_FINE,S_SR_SIMPLE_PAST",1,0,1,5,5,,1,0,1,5,,1,0,1,5
httpd,35721,"But now when I add just one, i.e. php_admin_value safe_mode On apache won't start.","S_OB_BUT_NEG,S_OB_COND_NEG,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
httpd,36507,"I expected that mod_proxy_balancer would match its path argument against the
part after the . from JSESSIONID, but it tries to match against the whole cookie
and fails obviousely.","S_OB_BUT_NEG,S_OB_TRY_PRESENT,S_EB_EXPECTED",1,1,0,4,4,,1,1,0,3,,1,1,0,3
httpd,38923,"For example, a referer URL of ""http://example.com/foo?bar=%3f"" becomes
""http://example.com/foo%3fbar=%253f"", which refers to a resource named
""foo?bar=%3f"" rather than a resource named ""foo"" plus a query string as
intended.","S_OB_INSTEAD_OF,S_EB_INSTEAD_OF_EXP_BEHAVIOR",1,1,0,4,4,,0,0,0,0,,1,0,0,1
httpd,41844,"- When /data2/test is not a mount point, apache 2.0.59 starts and the configtest succeed.","S_OB_COND_POS,S_OB_WORKS_FINE",1,0,1,5,5,,1,0,0,1,,1,0,0,1
