project,id,sentence,patterns,ob,eb,sr,label
eclipse,267563,"	at org.eclipse.swt.internal.win32.OS.DispatchMessage(OS.java:2393)",,0,0,0,0
eclipse,267563,"	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java:3468)",,0,0,0,0
eclipse,267563,"	at org.eclipse.ui.internal.Workbench.runEventLoop(Workbench.java:2388)",,0,0,0,0
eclipse,267563,"	at org.eclipse.ui.internal.Workbench.runUI(Workbench.java:2352)",,0,0,0,0
eclipse,267563,"	at org.eclipse.ui.internal.Workbench.access$4(Workbench.java:2204)",,0,0,0,0
eclipse,267563,"	at org.eclipse.ui.internal.Workbench$5.run(Workbench.java:499)",,0,0,0,0
eclipse,267563,"	at org.eclipse.core.databinding.observable.Realm.runWithDefault(Realm.java:333)",,0,0,0,0
eclipse,267563,"	at org.eclipse.ui.internal.Workbench.createAndRunWorkbench(Workbench.java:492)",,0,0,0,0
eclipse,267563,"	at org.eclipse.ui.PlatformUI.createAndRunWorkbench(PlatformUI.java:149)",,0,0,0,0
eclipse,267563,"	at org.eclipse.ui.internal.ide.application.IDEApplication.start(IDEApplication.java:113)",,0,0,0,0
eclipse,267563,"	at org.eclipse.equinox.internal.app.EclipseAppHandle.run(EclipseAppHandle.java:194)",,0,0,0,0
eclipse,267563,"	at org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher.runApplication(EclipseAppLauncher.java:110)",,0,0,0,0
eclipse,267563,"	at org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher.start(EclipseAppLauncher.java:79)",,0,0,0,0
eclipse,267563,"	at org.eclipse.core.runtime.adaptor.EclipseStarter.run(EclipseStarter.java:368)",,0,0,0,0
eclipse,267563,"	at org.eclipse.core.runtime.adaptor.EclipseStarter.run(EclipseStarter.java:179)",,0,0,0,0
eclipse,267563,"	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)",,0,0,0,0
eclipse,267563,"	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)",,0,0,0,0
eclipse,267563,"	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)",,0,0,0,0
eclipse,267563,"	at java.lang.reflect.Method.invoke(Unknown Source)",,0,0,0,0
eclipse,267563,"	at org.eclipse.equinox.launcher.Main.invokeFramework(Main.java:556)",,0,0,0,0
eclipse,267563,"	at org.eclipse.equinox.launcher.Main.basicRun(Main.java:511)",,0,0,0,0
eclipse,267563,"	at org.eclipse.equinox.launcher.Main.run(Main.java:1270)",,0,0,0,0
eclipse,267563,Caused by: java.lang.ArrayIndexOutOfBoundsException: -73,,0,0,0,0
eclipse,267563,"	at org.apache.commons.codec.binary.Base64.isBase64(Base64.java:137)",,0,0,0,0
eclipse,267563,"	at org.apache.commons.codec.binary.Base64.discardNonBase64(Base64.java:478)",,0,0,0,0
eclipse,267563,"	at org.apache.commons.codec.binary.Base64.decodeBase64(Base64.java:374)",,0,0,0,0
eclipse,267563,"	at org.apache.commons.codec.binary.Base64.decode(Base64.java:220)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.model.metadata.SimpleEncryptionHelper.decrypt(SimpleEncryptionHelper.java:85)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.model.util.EncryptionUtil.decrypt(EncryptionUtil.java:79)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.model.api.elements.structures.PropertyBinding.getIntrinsicProperty(PropertyBinding.java:120)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.model.core.Structure.getLocalProperty(Structure.java:188)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.model.core.Structure.getProperty(Structure.java:159)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.model.core.Structure.getProperty(Structure.java:144)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.model.writer.ModuleWriter.writeStructureList(ModuleWriter.java:1163)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.model.writer.ModuleWriter.visitModule(ModuleWriter.java:1386)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.model.elements.ElementVisitor.visitReportDesign(ElementVisitor.java:402)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.model.writer.DesignWriter.visitReportDesign(DesignWriter.java:74)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.model.elements.ReportDesign.apply(ReportDesign.java:92)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.model.writer.ModuleWriter.writeFile(ModuleWriter.java:309)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.model.writer.ModuleWriter.write(ModuleWriter.java:297)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.model.api.ModuleHandle.serialize(ModuleHandle.java:1610)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.designer.internal.ui.ide.adapters.IDEFileReportProvider$2.execute(IDEFileReportProvider.java:330)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.designer.internal.ui.ide.adapters.IDEFileReportProvider$2$1.run(IDEFileReportProvider.java:297)",,0,0,0,0
eclipse,267563,"	at org.eclipse.core.internal.resources.Workspace.run(Workspace.java:1800)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.designer.internal.ui.ide.adapters.IDEFileReportProvider$2.run(IDEFileReportProvider.java:310)",,0,0,0,0
eclipse,267563,"	at org.eclipse.ui.actions.WorkspaceModifyDelegatingOperation.execute(WorkspaceModifyDelegatingOperation.java:69)",,0,0,0,0
eclipse,267563,"	at org.eclipse.ui.actions.WorkspaceModifyOperation$1.run(WorkspaceModifyOperation.java:106)",,0,0,0,0
eclipse,267563,"	at org.eclipse.core.internal.resources.Workspace.run(Workspace.java:1800)",,0,0,0,0
eclipse,267563,"	at org.eclipse.ui.actions.WorkspaceModifyOperation.run(WorkspaceModifyOperation.java:118)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.designer.internal.ui.ide.adapters.WorkspaceOperationRunner.run(WorkspaceOperationRunner.java:71)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.designer.internal.ui.ide.adapters.WorkspaceOperationRunner.run(WorkspaceOperationRunner.java:63)",,0,0,0,0
eclipse,267563,"	at org.eclipse.birt.report.designer.internal.ui.ide.adapters.IDEFileReportProvider.saveFile(IDEFileReportProvider.java:364)",,0,0,0,0
eclipse,267563,"	... 68 more",,0,0,0,0
eclipse,268264,[Regression] Can not view rptdocument.,S_OB_NEG_AUX_VERB,1,0,0,1
eclipse,268264,"Created attachment 128499
screenshot",,0,0,0,0
eclipse,268264,"description:
Can not view rptdocument.",P_OB_DESCRIPTION,1,0,0,1
eclipse,268264,build id:,,0,0,0,0
eclipse,268264,2 5.0 v20090312-0630,,0,0,0,0
eclipse,268264,steps to reproduce:,,0,0,0,0
eclipse,268264,1 Copy a rptdocument to current project.,P_SR_LABELED_LIST,0,0,1,3
eclipse,268264,2 Right click the rptdocument.,P_SR_LABELED_LIST,0,0,1,3
eclipse,268264,Actual result:,,0,0,0,0
eclipse,268264,1 Exception in error log.See attached screenshot.,P_OB_OBSERVED_BEHAVIOR_MULTI,1,0,0,1
eclipse,268264,2 The menu item Report->View Document is missing.,P_OB_OBSERVED_BEHAVIOR_MULTI,1,0,0,1
eclipse,269970,Failure in wikitext ui doc build,S_OB_PROBLEM_IN,1,0,0,1
eclipse,269970,Building of the docs fails with:,S_OB_NEG_VERB,1,0,0,1
eclipse,269970, plugin-docs:,,0,0,0,0
eclipse,269970,   [subant] Failure for target 'pre.build.jars' of: /home/akurtakov/work/fedora/eclipse-mylyn/devel/org.eclipse.mylyn/build/plugins/org.eclipse.mylyn.wikitext.ui/customBuildCallbacks.xml,,0,0,0,0
eclipse,269970,   [subant] The following error occurred while executing this line:,,0,0,0,0
eclipse,269970,   [subant] /home/akurtakov/work/fedora/eclipse-mylyn/devel/org.eclipse.mylyn/build/plugins/org.eclipse.mylyn.wikitext.ui/customBuildCallbacks.xml:31: The following error occurred while executing this line:,,0,0,0,0
eclipse,269970,   [subant] /home/akurtakov/work/fedora/eclipse-mylyn/devel/org.eclipse.mylyn/build/plugins/org.eclipse.mylyn.wikitext.ui/build-helper.xml:43: No parser available for markup language 'org.eclipse.mylyn.wikitext.textile.core.TextileLanguage'. There are no markup language parsers available on the current classpath.  Did you forget to add a jar file?,,0,0,0,0
eclipse,269970,"   I'm fixing it locally by making o.e.mylyn.wikitext.ui depend on o.e.mylyn.wikitext.textile.core, because there is no way to get the documentation fully builded without textile.core builded first.",,0,0,0,0
eclipse,270417,The chart script don't delete,S_OB_NEG_AUX_VERB,1,0,0,1
eclipse,270417,"1:New a report,
2:Add a chart in the body.",P_SR_ACTIONS_INF,0,0,1,3
eclipse,270417,"3:Select the chart, and switch to the script editor.",P_SR_ACTIONS_INF,0,0,1,3
eclipse,270417,"4:Type ""abc"" , then save the report design.",P_SR_ACTIONS_INF,0,0,1,3
eclipse,270417,"5:Watch the outline view, the script node of the chart show.",P_SR_ACTIONS_INF,0,0,1,3
eclipse,270417,"6:Delete the ""abc"", then save the report design.",P_SR_ACTIONS_INF,0,0,1,3
eclipse,270417,"The node should disappear in the outline view,but the node show.","S_OB_BUT,S_EB_SHOULD,",1,1,0,4
eclipse,270798,URIUtil.fromString prohibits valid URI strings with escaped characters,S_OB_NEG_VERB,1,0,0,1
eclipse,270798,"Created attachment 130567
proposed patch",,0,0,0,0
eclipse,270798,Build ID: I20090325-1135,,0,0,0,0
eclipse,270798,The method URIUtil.fromString(String) seems to be intended for conversion from string to URI in a user-friendly and backward-compatible way.,,0,0,0,0
eclipse,270798,Due to the mercyful implementation of the URL class there are many URL strings out there that will simply not be accepted by the URI single-argument constructor.,S_OB_DUE_NEG,1,0,0,1
eclipse,270798,Therefore it is clear that we need a way to convert these legacy URL strings to URI instances.,,0,0,0,0
eclipse,270798,"Unfortunately the current implementation forces us to keep using the old unescaped URLs, and does not allow all valid (=""encoded""/""escaped"") URIs.","S_OB_UNFORTUNATELY,S_OB_KEEP_VERB",1,0,0,1
eclipse,270798,"If a URI string with an escape sequence (see example below) is passed in as argument to URIUtil.fromString, the escape character ('%') is escaped again.",,0,0,0,0
eclipse,270798,I propose to change the implementation so that it correctly converts both legacy URLs as well as valid URIs with escape sequences.,,0,0,0,0
eclipse,270798,"With this proposal, the transition path towards valid (""escaped"") URI strings is open, without breaking existing code.",,0,0,0,0
eclipse,270798,"The implementation of the proposal is very simple (see attached patch): if the string argument of URIUtil.fromString contains a percent character, assume that the string is an ""escaped"" URI string and pass it to the single-argument constructor URI(String).",,0,0,0,0
eclipse,270798,"Otherwise do what is done by the current implementation, i.e. escape invalid characters and attempt to construct a URI from that.",,0,0,0,0
eclipse,270798,"Even though this patch changes the behavior of the method, I would not consider this to be breaking the API:",,0,0,0,0
eclipse,270798,"1 According to the documentation of the current implementation, the string parameter must not contain the percent character ('%').",,0,0,0,0
eclipse,270798,The new implementation is less strict on that parameter.,,0,0,0,0
eclipse,270798,2 It is very unlikely that existing code relies on the old behavior that literal percent characters in the string argument are replaced by %25.,,0,0,0,0
eclipse,270798,"In an environment where unescaped and escaped URLs are mixed, the percent character is usually used as an indicator for escaped URLs, and hence literal '%' is disallowed or just does not work.",,0,0,0,0
eclipse,270798,This was for example the case in the old update manager (see org.eclipse.update.internal.core.URLEncoder).,,0,0,0,0
eclipse,270798,Code snippet to reproduce,"S_SR_CODE_REF,",0,0,1,3
eclipse,270798,"import java.net.URI;
import org.eclipse.core.runtime.URIUtil;
import org.junit.Test;",,0,0,0,0
eclipse,270798,"public class URITest {
	@Test
	public void test() throws Exception {
		URI original = new URI(""http"",""host"",""/my path/"",null);
		System.out.println(""original: ""+original);
		URI parsed = URIUtil.fromString(original.toString());
		System.out.println(""parsed:   ""+parsed);
	}
}",,0,0,0,0
eclipse,270798,"The output is
original: http://host/my%20path/
parsed:   http://host/my%2520path/","S_OB_OUTPUT,",1,0,0,1
eclipse,270798,"but it should be
original: http://host/my%20path/
parsed:   http://host/my%20path/","S_EB_SHOULD,",0,1,0,2
eclipse,272692,[DB] Define primary key constraint for cdo_id in cdo_objects table,S_EB_IMPERATIVE,0,1,0,2
eclipse,272692,"For some reason, duplicated CDOID objects are being committed.","S_OB_BEING,S_OB_UNFORTUNATELY",1,0,0,1
eclipse,272692,We can control this by adding a primary key to this table.,,0,0,0,0
eclipse,278951,OneLineBorder ignores color,S_OB_NEG_VERB,1,0,0,1
eclipse,278951,Build ID: I20090522-1710,,0,0,0,0
eclipse,278951,Steps To Reproduce:,,0,0,0,0
eclipse,278951,Use org.eclipse.gmf.runtime.draw2d.ui.figures and set color,P_SR_LABELED_PARAGRAPH,0,0,1,3
eclipse,278951,"More information:
getColor() should be called in paint, as it is done in super-class org.eclipse.draw2d.LineBorder.","S_EB_SHOULD,",0,1,0,2
eclipse,283431,Incorrect syntax error detected,,0,0,0,0
eclipse,283431,"Created attachment 141531
Complete script with error detected on line 979",,0,0,0,0
eclipse,283431,Build ID: 20090619-0625,,0,0,0,0
eclipse,283431,Steps To Reproduce:,,0,0,0,0
eclipse,283431,<?php,P_SR_LABELED_PARAGRAPH,0,0,1,3
eclipse,283431,"class Presenter {
	public static $defaultAction = 'default';
}",P_SR_LABELED_PARAGRAPH,0,0,1,3
eclipse,283431,"$presenterClass = 'foo';
$presenterClass::$defaultAction; // in PHP 5.3 Eclipse recognize this line as a syntax error",P_SR_LABELED_PARAGRAPH,0,0,1,3
eclipse,283431,More information:,,0,0,0,0
eclipse,286568,@MappedSuperclass is broken without @DiscriminatorValue,"S_OB_NEG_ADV_ADJ,S_OB_WITHOUT",1,0,0,1
eclipse,286568,"I get a can't instantiate class exception when I run the query ""select o from Site o"" when I have the following","S_OB_NEG_COND,S_OB_VERB_ERROR,S_SR_COND_OBS,",1,0,1,5
eclipse,286568,"@MappedSuperclass
public abstract class Site extends {
  @SequenceGenerator(name = ""SITE_PK"", sequenceName = ""SEQ_SITE_ID"")
  @Id
  @GeneratedValue(generator = ""SITE_PK"", strategy = GenerationType.SEQUENCE)
  @Column(name = ""SITE_ID"", nullable = false)
  private Long siteId;
}",,0,0,0,0
eclipse,286568,"@Entity
//@DiscriminatorValue(""1"")
@Table(name = ""SITE"")
public class SiteBean extends Site {
...
}",,0,0,0,0
eclipse,286568,"If I enable @DiscriminatorValue(""1"") in SiteBean, it all works fine.",,0,0,0,0
eclipse,288017,Duplicate implementation of function in generated source file,S_OB_PROBLEM_IN,1,0,0,1
eclipse,288017,"When I try to build my test program, I'm getting a compile error from the generated source file.","S_OB_COND_NEG,",1,0,0,1
eclipse,288017,"[a0323840] messageQ> xdc -ra all,64P",,0,0,0,0
eclipse,288017,making package.mak (because of package.bld) ...,,0,0,0,0
eclipse,288017,generating interfaces for package ti.sdo.syslink.samples.rtos.messageQ (because,,0,0,0,0
eclipse,288017,package/package.xdc.inc is older than package.xdc) ...,,0,0,0,0
eclipse,288017,configuring evm3530_dsp/debug/messageQ_dsp.x64P from package/cfg/evm3530_dsp/deb,,0,0,0,0
eclipse,288017,ug/messageQ_dsp_x64P.cfg ...,,0,0,0,0
eclipse,288017,cl64P package/cfg/evm3530_dsp/debug/messageQ_dsp_x64P.c ...,,0,0,0,0
eclipse,288017,"""package/cfg/evm3530_dsp/debug/messageQ_dsp_x64P.c"", line 25011: warning: functi",,0,0,0,0
eclipse,288017,on declared implicitly,,0,0,0,0
eclipse,288017,"""package/cfg/evm3530_dsp/debug/messageQ_dsp_x64P.c"", line 25017: warning: functi",,0,0,0,0
eclipse,288017,on declared implicitly,,0,0,0,0
eclipse,288017,"""package/cfg/evm3530_dsp/debug/messageQ_dsp_x64P.c"", line 25023: warning: functi",,0,0,0,0
eclipse,288017,on declared implicitly,,0,0,0,0
eclipse,288017,"""package/cfg/evm3530_dsp/debug/messageQ_dsp_x64P.c"", line 25093: error: function",,0,0,0,0
eclipse,288017," ""ti_sysbios_hal_Hwi_getHookContext__E"" has already been defined",,0,0,0,0
eclipse,288017,"""package/cfg/evm3530_dsp/debug/messageQ_dsp_x64P.c"", line 25099: error: function",,0,0,0,0
eclipse,288017," ""ti_sysbios_hal_Hwi_setHookContext__E"" has already been defined",,0,0,0,0
eclipse,288017,"2 errors detected in the compilation of ""package/cfg/evm3530_dsp/debug/messageQ_",,0,0,0,0
eclipse,288017,"dsp_x64P.c"".",,0,0,0,0
eclipse,288017,"For some reason, the function ti_sysbios_hal_Hwi_getHookContext__E is being implemented twice in the generated source file.","S_OB_UNFORTUNATELY,S_OB_NEG_ADV_ADJ,",1,0,0,1
eclipse,288017,I tracked down the following dependencies.,,0,0,0,0
eclipse,288017,"When building the test program, I'm using xdctools 3.15.03.67.",,0,0,0,0
eclipse,288017,The package ti.sdo.ipc.notifyDrivers was built using xdctools 3.15.01.59.,,0,0,0,0
eclipse,288017,I then rebuilt this package with the newer xdctools.,,0,0,0,0
eclipse,288017,"Once I did that, I was able to rebuild the test program without errors.",,0,0,0,0
eclipse,288017,I guess this means that xdctools 3.15.03.67 is *not* compatible with xdctools 3.15.01.59.,,0,0,0,0
eclipse,288017,It is my understanding that all xdctools 3.15.xx.xx releases should be compatible.,S_EB_SHOULD,0,1,0,2
eclipse,289198,Exception when removing/reading resource with same path,S_OB_ERROR_COND,1,0,0,1
eclipse,289198,I get an exception when removing a resource and then adding a new with the same path:,"S_OB_NEG_COND,S_OB_VERB_ERROR,S_SR_COND_OBS,",1,0,1,5
eclipse,289198,"CDOResource cdoResource = transaction.getOrCreateResource(""/model1"");
    transaction.commit();
    cdoResource.getContents().",,0,0,0,0
eclipse,289198,"clear();
    transaction.getResourceSet().",,0,0,0,0
eclipse,289198,getResources().,,0,0,0,0
eclipse,289198,"remove(cdoResource);
    transaction.commit();
    CDOResourceNode resourceNode = transaction.getResourceNode(""/model1"");
    CDOResource resource = transaction.getResource(""/model1"");",,0,0,0,0
eclipse,289198,    Stack trace:,,0,0,0,0
eclipse,289198,"    Exception in thread ""main"" org.eclipse.emf.ecore.resource.impl.ResourceSetImpl$1DiagnosticWrappedException: org.eclipse.emf.cdo.util.InvalidURIException: Invalid URI ""cdo://c3ca260d-b348-4a67-b99e-df64f6ef421f/model1"": java.lang.IllegalStateException: Duplicate ID: CDOResource@OID4",,0,0,0,0
eclipse,289198,"	at org.eclipse.emf.ecore.resource.impl.ResourceSetImpl.handleDemandLoadException(ResourceSetImpl.java:315)",,0,0,0,0
eclipse,289198,"	at org.eclipse.emf.ecore.resource.impl.ResourceSetImpl.demandLoadHelper(ResourceSetImpl.java:274)",,0,0,0,0
eclipse,289198,"	at org.eclipse.emf.ecore.resource.impl.ResourceSetImpl.getResource(ResourceSetImpl.java:397)",,0,0,0,0
eclipse,289198,"	at org.eclipse.emf.internal.cdo.view.CDOViewImpl.getResource(CDOViewImpl.java:632)",,0,0,0,0
eclipse,289198,"	at org.eclipse.emf.internal.cdo.view.CDOViewImpl.getResource(CDOViewImpl.java:622)",,0,0,0,0
eclipse,289198,"	at com.comsol.model.util.ModelUtil.create(ModelUtil.java:48)",,0,0,0,0
eclipse,289198,"	at Main.main(Main.java:25)",,0,0,0,0
eclipse,289198,"Caused by: org.eclipse.emf.cdo.util.InvalidURIException: Invalid URI ""cdo://c3ca260d-b348-4a67-b99e-df64f6ef421f/model1"": java.lang.IllegalStateException: Duplicate ID: CDOResource@OID4",,0,0,0,0
eclipse,289198,"	at org.eclipse.emf.internal.cdo.view.CDOViewImpl.registerProxyResource(CDOViewImpl.java:1059)",,0,0,0,0
eclipse,289198,"	at org.eclipse.emf.cdo.eresource.impl.CDOResourceImpl.load(CDOResourceImpl.java:605)",,0,0,0,0
eclipse,289198,"	at org.eclipse.emf.ecore.resource.impl.ResourceSetImpl.demandLoad(ResourceSetImpl.java:255)",,0,0,0,0
eclipse,289198,"	at org.eclipse.emf.ecore.resource.impl.ResourceSetImpl.demandLoadHelper(ResourceSetImpl.java:270)",,0,0,0,0
eclipse,289198,"	... 5 more",,0,0,0,0
eclipse,294864,[Full Indexer] Remove full indexer,S_EB_IMPERATIVE,1,0,0,1
eclipse,294864,The full indexer no longer provides an advantage over the fast indexer.,S_OB_NO_LONGER,1,0,0,1
eclipse,294864,It is much slower.,S_OB_COMP_ADJ,1,0,0,1
eclipse,294864,I suggest to remove it.,,0,0,0,0
eclipse,294864,"In the UI the user should have the choice to enable or disable indexing rather than selecting from the list: 
fast / full / null",S_EB_SHOULD,0,1,0,2
eclipse,294864,Are there other opinions?,,0,0,0,0
eclipse,294983,Tell users that something is happening when queries take a long time,S_EB_IMPERATIVE,0,1,0,2
eclipse,294983,http://dash.eclipse.org/dash/commits/web-app/summary.cgi,,0,0,0,0
eclipse,294983,"If I click any of the projects, it may take several seconds for the query to run.","S_OB_COND_POS,P_SR_COND_SEQUENCE",1,0,1,5
eclipse,294983,"If the database server is busy, it can take even longer.","S_OB_COMP_ADJ,P_SR_COND_SEQUENCE",1,0,1,5
eclipse,294983,"During this time, I click on another project, which launches another query, which makes everything take even longer.","S_OB_COMP_ADJ,P_SR_COND_SEQUENCE",1,0,1,5
eclipse,294983,It would be great if all the links on the page could be disabled (to prevent multiple queried bogging the DB) and a message saying 'please wait' could be shown.,S_EB_WOULD_BE,0,1,0,2
eclipse,294983,Some kind of modal lightbox would also do the trick.,,0,0,0,0
eclipse,295138,Make Targets not automatically filled in for new Autotools project,S_EB_IMPERATIVE,0,1,0,2
eclipse,295138,Creating a new C++ Hello world project and clicking on Project -> Make Targets -> build shows nothing in the list.,"S_OB_VERB_NO,S_SR_MENU_NAV",1,0,1,5
eclipse,295138,This should contain the targets found in the top-level Makefile.,S_EB_SHOULD,0,1,0,2
eclipse,298837,Thread profiling w/ contention analysis hangs with empty filter,S_OB_NEG_VERB,1,0,0,1
eclipse,298837,This is a follow up of bug 296619.,,0,0,0,0
eclipse,298837,"To reproduce the problem, please refer how to reproduce bug 296619 with an empty filter.",,0,0,0,0
eclipse,298837,"Verify error problem in bug 296619 is fixed, but thread profiling still hangs.","S_OB_BUT_NEG,S_OB_STILL",1,0,0,1
eclipse,298926,[jar exporter] JAR exported into not yet existing project directory does not appear in Package Explorer,S_OB_NEG_AUX_VERB,1,0,0,1
eclipse,298926,R2.1 and still present.,,0,0,0,0
eclipse,298926,A JAR which gets exported into a not yet existing project directory does not appear in Package Explorer after export.,"S_OB_NEG_AUX_VERB,S_OB_NEG_AFTER,",1,0,0,1
eclipse,299011,Slow Performance,,0,0,0,0
eclipse,299011,"I'm a Java Developer which had been using FOP at my previous time, when i see BIRT, i was so happy cause it allow support of so many output format but the performance it had is not relevant.",,0,0,0,0
eclipse,299011,when i use FOP to generate my report it took 3 second but in birt it took 45 seconds that alot of difference 45 seconds exclude birt engine start up and the report already optimize in layout to avoid slowness only needed field are bind over the xml to the data binding and tables,"S_OB_BUT_NEG,S_OB_COND_NEG,S_OB_ONLY",1,0,0,1
eclipse,299011,Can i know why or is there any way to fine-tune it.,,0,0,0,0
eclipse,302185,Domain class not found when creating JAXBContext,S_OB_NOUN_NOT,1,0,0,1
eclipse,302185,"It is possible when creating a JAXBContext on an array of Class or TypeMappingInfo, that a class reachable through reflection could not found.","S_OB_COND_NEG,S_SR_COND_OBS,",1,0,1,5
eclipse,302185,This occurs when the reachable class cannot not be found by the class loader assigned to the JAXBContext.,"S_OB_POS_COND,S_OB_NEG_AUX_VERB,S_OB_HAPPENS,",1,0,1,5
eclipse,303039,MergeDiffTab should not expand whole tree but only those elements related to selected differences.,S_EB_SHOULD,0,1,0,2
eclipse,303039,Build Identifier: M20090917-0800,,0,0,0,0
eclipse,303039,"Up to now, MergeDiffTab always expands the whole content tree.","S_OB_ADV_FREQ,S_OB_ADV_TIME_POS",1,0,0,1
eclipse,303039,This does not scale well with large models.,,0,0,0,0
eclipse,303039,Reproducible: Always,,0,0,0,0
eclipse,306006,SWT: Readonly Combo don't receive focus correctly.,S_OB_NEG_AUX_VERB,1,0,0,1
eclipse,306006,Build Identifier: 20100218-1602,,0,0,0,0
eclipse,306006,The combo control does not receive the focus if editing support is disable but the control is enabled.,S_OB_NEG_AUX_VERB,1,0,0,1
eclipse,306006,99.1% of the users expecting the focus on the control itself and not the handle button.,S_EB_EXPECTED,0,1,0,2
eclipse,306006,The users expecting to press key UP/DOWN or Alt+DOWN to select an item.,S_EB_EXPECTED,0,1,0,2
eclipse,306006,The code below breaks the standard usability.,"S_OB_NEG_VERB,S_SR_CODE_REF",1,0,1,5
eclipse,306006,"If the
GTK 2.4+ installed.",,0,0,0,0
eclipse,306006,-->> org.eclipse.swt.widgets.combo.class,,0,0,0,0
eclipse,306006,-->> ~ Line 651,,0,0,0,0
eclipse,306006,"int /*long*/ focusHandle () {
	if (OS.GTK_VERSION >= OS.VERSION (2, 4, 0)) {
		if ((style & SWT.READ_ONLY) !",,0,0,0,0
eclipse,306006,= 0 && buttonHandle !,,0,0,0,0
eclipse,306006,"= 0) return buttonHandle;
	}
	if (entryHandle !",,0,0,0,0
eclipse,306006,"= 0) return entryHandle;
	return super.focusHandle ();
}",,0,0,0,0
eclipse,306006,Reproducible: Always,,0,0,0,0
eclipse,306006,Steps to Reproduce:,,0,0,0,0
eclipse,306006,see description above,,0,0,0,0
eclipse,306824,Builders returning null scheduling rule can't work safely with other builders overriding #getRule(),S_OB_NEG_AUX_VERB,1,0,0,1
eclipse,306824,"+++ This bug was initially created as a clone of Bug #305858 +++
> Apart from the NPE there seems to be no good reason why null should not be 
> allowed.","S_OB_SEEMS_TO_BE,S_OB_VERB_NO,",1,0,0,1
eclipse,306824,"There's a problem with relaxing scheduling rules, and allowing some builders to return null.",S_OB_VERB_ERROR,1,0,0,1
eclipse,306824,If the project contains a combination of builders:,,0,0,0,0
eclipse,306824,(1) at least one returns null (and expects to modify resources),,0,0,0,0
eclipse,306824,(2) at least one specified a scheduling rule,,0,0,0,0
eclipse,306824,"The build will fail, as the build MultiRule representing (2) doesn't contain the resources which will be modified by the builder (1).","S_OB_NEG_VERB,S_OB_NEG_AUX_VERB",1,0,0,1
eclipse,306824,The problem with the API is that builders (1) & (2) don't know anything about each other.,S_OB_PROBLEM_IS,1,0,0,1
eclipse,306824,Builder (1) is using the API to be as flexible as possible -- don't lock anything -- and Builder (2) wants some subset of the tree to be locked.,,0,0,0,0
eclipse,306824,The MultiRule generated isn't compatible with builder (1).,S_OB_NEG_AUX_VERB,1,0,0,1
eclipse,306824,Problems occurred building the selected resources.,"S_OB_ERROR_AS_SUBJECT,S_OB_HAPPENS",1,0,0,1
eclipse,306824,Errors running builder 'CDT Builder' on project 'SrpDownlink'.,,0,0,0,0
eclipse,306824,"Attempted to beginRule: P/p1, does not match outer scope rule: MultiRule[F/p1/Debug]
    Attempted to beginRule: P/p1, does not match outer scope rule: MultiRule[F/p1/Debug]
  Attempted to beginRule: P/p1, does not match outer scope rule: MultiRule[F/p1/Debug]
  Attempted to beginRule: P/p1, does not match outer scope rule: MultiRule[F/p1/Debug]
  Errors running builder 'Scanner Configuration Builder' on project 'SrpDownlink'.",,0,0,0,0
eclipse,306824,"Attempted to beginRule: R/, does not match outer scope rule: MultiRule[F/p1/Debug]",,0,0,0,0
eclipse,313147,Change examples from old-style plugins to real OSGi bundles in 3.7,,0,0,0,0
eclipse,313147,Some example bundles should be re-versioned to get source reference headers generated.,S_EB_SHOULD,0,1,0,2
eclipse,313147,"In 3.6 RC1, I see the following bundles without headers:",S_OB_WITHOUT,1,0,0,1
eclipse,313147,"org.eclipse.compare.examples.xml
org.eclipse.compare.examples
org.eclipse.sdk.examples
org.eclipse.team.examples.filesystem
org.eclipse.ui.examples.fieldassist
org.eclipse.ui.examples.javaeditor
org.eclipse.ui.examples.views.properties.tabbed.article",,0,0,0,0
